ego,artist,time,genre,exposed,genre_idx
3029,7078,1779514079,,0,0
3029,7078,1779514079,,0,0
3029,5793,1779514075,10.0,0,1
3029,14352,1779514072,10.0,0,1
3029,14352,1779514072,10.0,0,1
3029,5039,1779514064,,0,0
3029,13336,1779514060,,0,0
3029,10334,1779514047,10.0,0,1
3029,12368,1778917105,,0,0
3029,8977,1778917095,,0,0
3029,10535,1778917095,10.0,0,1
3029,10535,1778917095,10.0,0,1
3029,2100,1778917095,10.0,0,1
3029,8977,1778917095,,0,0
3029,5039,1778917090,,0,0
3029,13478,1778872279,10.0,0,1
3029,13681,1778535803,10.0,0,1
3029,322,1778535386,10.0,0,1
3029,322,1778535386,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,14267,1778535382,10.0,0,1
3029,1851,1778535378,10.0,0,1
3029,1851,1778535378,10.0,0,1
3029,1851,1778535378,10.0,0,1
3029,1851,1778535378,10.0,0,1
3029,1851,1778535378,10.0,0,1
3029,6099,1778535374,10.0,0,1
3029,9362,1778535370,10.0,0,1
3029,4852,1778531973,10.0,0,1
3029,4852,1778531973,10.0,0,1
3029,4852,1778531973,10.0,0,1
3029,4852,1778531973,10.0,0,1
3029,4852,1778531973,10.0,0,1
3029,2228,1778531969,10.0,0,1
3029,9336,1778531965,10.0,0,1
3029,12531,1778530395,10.0,0,1
3029,12531,1778530395,10.0,0,1
3029,11162,1778530391,10.0,0,1
3029,13496,1777786251,10.0,0,1
3030,4925,1779993530,10.0,0,1
3030,19,1779993527,,0,0
3030,13487,1779993524,15.0,0,10
3030,12119,1779993520,10.0,0,1
3030,13031,1779993516,,0,0
3030,2109,1779993512,10.0,0,1
3030,8276,1779830166,,0,0
3030,415,1779670779,22.0,0,0
3030,13487,1779669200,15.0,0,10
3030,2908,1779653377,10.0,0,1
3030,2908,1779653377,10.0,0,1
3030,13060,1779653370,19.0,0,9
3030,13060,1779653370,19.0,0,9
3030,6501,1779648479,10.0,0,1
3030,6501,1779648479,10.0,0,1
3030,11280,1779638531,22.0,0,0
3030,10716,1779565024,,0,0
3030,10334,1779565017,10.0,0,1
3030,14564,1779383387,10.0,0,1
3030,11928,1779151551,,0,0
3030,7343,1779151548,,0,0
3030,8988,1779135686,,0,0
3030,8988,1779135686,,0,0
3030,10033,1779135682,10.0,0,1
3030,5859,1779135677,10.0,0,1
3030,4054,1779118569,10.0,0,1
3030,5859,1779118565,10.0,0,1
3030,8406,1778690543,,0,0
3030,8406,1778690543,,0,0
3030,8406,1778690543,,0,0
3030,2908,1778604359,10.0,0,1
3030,8831,1778604355,10.0,0,1
3030,8831,1778604355,10.0,0,1
3030,8831,1778604355,10.0,0,1
3030,412,1778092875,10.0,0,1
3030,412,1778092875,10.0,0,1
3030,412,1778092875,10.0,0,1
3030,412,1778092875,10.0,0,1
3030,412,1778092875,10.0,0,1
3030,412,1778092875,10.0,0,1
3030,412,1778092875,10.0,0,1
3030,412,1778092875,10.0,0,1
3030,11928,1778025554,,0,0
3030,7445,1778025551,10.0,0,1
3031,14629,1779529233,2.0,1,2
3031,4793,1779529229,11.0,1,5
3031,4793,1779529229,11.0,1,5
3031,4793,1779529229,11.0,1,5
3031,4793,1779529229,11.0,1,5
3031,4793,1779529229,11.0,1,5
3031,901,1779494146,2.0,1,2
3031,901,1779494146,2.0,1,2
3031,9126,1779491896,2.0,1,2
3031,9126,1779491896,2.0,1,2
3031,9126,1779491896,2.0,1,2
3031,9126,1779491896,2.0,1,2
3031,9126,1779491896,2.0,1,2
3031,9126,1779491896,2.0,1,2
3031,9126,1779491896,2.0,1,2
3031,901,1779491884,2.0,1,2
3031,14629,1779491880,2.0,1,2
3031,14629,1779491880,2.0,1,2
3031,12718,1779218992,2.0,1,2
3031,10232,1778716400,20.0,1,6
3031,10232,1778716400,20.0,1,6
3031,12696,1778040698,20.0,1,6
3031,12696,1778040698,20.0,1,6
3031,12696,1778040698,20.0,1,6
3031,12696,1778040698,20.0,1,6
3031,5036,1778040632,3.0,1,8
3031,5036,1778040632,3.0,1,8
3031,12696,1778040609,20.0,1,6
3031,3673,1778040609,19.0,1,9
3031,3673,1778040528,19.0,1,9
3031,3673,1778040528,19.0,1,9
3031,3673,1778040528,19.0,1,9
3031,3673,1778040519,19.0,1,9
3031,12718,1778040503,2.0,1,2
3031,8532,1778040483,12.0,1,0
3031,8532,1778040483,12.0,1,0
3031,13047,1778040474,2.0,1,2
3031,13047,1778040474,2.0,1,2
3031,13047,1778040474,2.0,1,2
3031,13047,1778040474,2.0,1,2
3031,13047,1778040474,2.0,1,2
3031,13047,1778040474,2.0,1,2
3031,13047,1778040474,2.0,1,2
3031,4519,1778040464,10.0,1,1
3032,4819,1778384468,10.0,1,1
3032,12739,1778384454,10.0,1,1
3032,8606,1778384435,10.0,1,1
3032,11943,1778384412,10.0,1,1
3032,2089,1778384398,10.0,1,1
3032,2089,1778384398,10.0,1,1
3032,9362,1778384368,10.0,1,1
3032,11423,1778217814,10.0,1,1
3032,4009,1778217798,10.0,1,1
3032,5859,1778217778,10.0,1,1
3032,5859,1778217745,10.0,1,1
3032,5859,1778217745,10.0,1,1
3032,5859,1778217730,10.0,1,1
3032,5859,1778217730,10.0,1,1
3032,5859,1778217730,10.0,1,1
3032,12318,1778217712,10.0,1,1
3032,13038,1778217674,10.0,1,1
3033,3771,1780090972,23.0,0,4
3033,13027,1780090968,12.0,0,0
3033,5156,1780090964,2.0,0,2
3033,9129,1780006223,20.0,0,6
3033,6644,1780006220,2.0,0,2
3033,7455,1778811464,23.0,0,4
3033,10456,1778186830,2.0,0,2
3033,10456,1778186830,2.0,0,2
3033,10456,1778186830,2.0,0,2
3033,10456,1778186830,2.0,0,2
3034,13944,1779581015,10.0,1,1
3034,1847,1779580820,10.0,1,1
3034,2602,1779580770,10.0,1,1
3034,4235,1779580767,10.0,1,1
3034,13149,1779580763,10.0,1,1
3034,13279,1779580759,10.0,1,1
3034,565,1779481491,10.0,1,1
3034,3497,1778981743,10.0,1,1
3034,11593,1778981739,10.0,1,1
3034,9185,1778981731,,1,0
3034,6133,1778981727,10.0,1,1
3034,2189,1778911607,10.0,1,1
3034,210,1778902486,10.0,1,1
3034,464,1778902483,,1,0
3034,3756,1778902474,,1,0
3034,11548,1778902470,,1,0
3034,565,1778682264,10.0,1,1
3034,1809,1777787581,10.0,1,1
3035,10280,1779594934,10.0,1,1
3035,12120,1778885263,20.0,1,6
3035,12120,1778885236,20.0,1,6
3035,5192,1778703660,19.0,1,9
3035,9616,1778703641,2.0,1,2
3035,8146,1778559832,23.0,1,4
3035,10280,1778527979,10.0,1,1
3035,1293,1778391284,2.0,1,2
3035,1293,1778268302,2.0,1,2
3035,1293,1778268285,2.0,1,2
3036,9101,1780066262,,0,0
3036,6670,1779884816,10.0,0,1
3036,11947,1779884811,10.0,0,1
3036,754,1778972182,,0,0
3036,8890,1778972182,10.0,0,1
3036,754,1778972182,,0,0
3036,67,1778972177,13.0,0,0
3036,905,1778972173,,0,0
3036,905,1778972173,,0,0
3036,905,1778972173,,0,0
3036,11527,1778971245,10.0,0,1
3036,9907,1778971241,10.0,0,1
3036,12783,1778971236,10.0,0,1
3037,12055,1779462940,10.0,0,1
3037,13681,1779462109,10.0,0,1
3037,6791,1779462099,10.0,0,1
3037,8587,1779462088,10.0,0,1
3037,6273,1779462073,10.0,0,1
3037,1126,1778818454,10.0,0,1
3037,6775,1778818442,,0,0
3037,12055,1778818426,10.0,0,1
3037,5736,1778636926,10.0,0,1
3037,4902,1778636906,19.0,0,9
3037,3273,1778636872,10.0,0,1
3037,11759,1778636854,2.0,0,2
3037,399,1778636836,10.0,0,1
3038,11527,1779546708,10.0,1,1
3038,6099,1779546695,10.0,1,1
3038,1668,1779181680,10.0,1,1
3038,3222,1779181670,10.0,1,1
3038,2214,1779181658,10.0,1,1
3038,3819,1779181646,10.0,1,1
3038,5995,1779178317,10.0,1,1
3038,11854,1779178229,,1,0
3038,11854,1779178229,,1,0
3038,12512,1778886796,10.0,1,1
3038,9362,1778886760,10.0,1,1
3038,5142,1778886745,10.0,1,1
3038,10183,1778719971,10.0,1,1
3038,8538,1778714068,10.0,1,1
3039,12492,1779429802,10.0,1,1
3039,2519,1779429801,10.0,1,1
3039,2519,1779429801,10.0,1,1
3039,2519,1779429801,10.0,1,1
3039,3009,1779429799,10.0,1,1
3039,10951,1779429797,14.0,1,7
3039,10523,1779429795,10.0,1,1
3039,4818,1779429792,10.0,1,1
3039,4818,1779429792,10.0,1,1
3039,4818,1779429792,10.0,1,1
3039,13824,1779333963,,1,0
3039,5949,1779333962,10.0,1,1
3039,3693,1779333961,10.0,1,1
3039,11297,1779333960,10.0,1,1
3039,12579,1779333958,10.0,1,1
3039,13130,1779333957,10.0,1,1
3039,14203,1779333956,10.0,1,1
3039,4838,1779333955,10.0,1,1
3039,4838,1779333954,10.0,1,1
3039,1432,1779333953,10.0,1,1
3039,7081,1779333951,21.0,1,0
3040,8579,1779524652,10.0,1,1
3040,8579,1779250072,10.0,1,1
3040,8579,1779250072,10.0,1,1
3040,9231,1779005967,,1,0
3040,9231,1779005913,,1,0
3040,5608,1778645626,18.0,1,3
3040,12181,1778388519,11.0,1,5
3040,11701,1778388481,10.0,1,1
3040,1414,1778387000,,1,0
3041,6542,1778979270,23.0,0,4
3041,9621,1778979250,2.0,0,2
3041,2504,1778978967,23.0,0,4
3041,2271,1778978963,20.0,0,6
3041,8469,1778260415,2.0,0,2
3042,6628,1778967647,10.0,0,1
3042,446,1778967643,,0,0
3042,10941,1778967639,10.0,0,1
3042,7367,1778967635,10.0,0,1
3042,10988,1778967630,10.0,0,1
3042,8185,1778967627,10.0,0,1
3042,201,1778967622,19.0,0,9
3042,201,1778967622,19.0,0,9
3042,12763,1778967611,10.0,0,1
3042,2542,1778967607,10.0,0,1
3042,594,1778967603,10.0,0,1
3042,4191,1778967594,10.0,0,1
3042,4191,1778967594,10.0,0,1
3043,11192,1779371567,,0,0
3043,1495,1779371560,,0,0
3043,12730,1779371556,26.0,0,0
3043,357,1779371548,10.0,0,1
3043,10069,1779371535,11.0,0,5
3043,5539,1778629012,10.0,0,1
3043,5539,1778629012,10.0,0,1
3043,5539,1778629008,10.0,0,1
3043,10714,1778628992,10.0,0,1
3043,13840,1778534800,10.0,0,1
3043,13840,1778534800,10.0,0,1
3043,7020,1778534796,10.0,0,1
3043,10436,1778534792,10.0,0,1
3043,4818,1778534788,10.0,0,1
3043,4818,1778534788,10.0,0,1
3043,6050,1778534784,10.0,0,1
3044,643,1779979381,18.0,0,3
3044,6784,1779552253,18.0,0,3
3044,12609,1779552238,18.0,0,3
3044,4487,1779418566,18.0,0,3
3044,11880,1779304860,18.0,0,3
3044,11880,1779304860,18.0,0,3
3044,11880,1779304860,18.0,0,3
3044,11880,1779304860,18.0,0,3
3044,9348,1778694887,18.0,0,3
3044,6137,1778553894,18.0,0,3
3044,9125,1778266624,18.0,0,3
3044,12152,1778123811,18.0,0,3
3044,14367,1778034671,18.0,0,3
3045,4818,1778624895,10.0,1,1
3045,1201,1778621832,10.0,1,1
3045,7507,1778621832,10.0,1,1
3045,11779,1778621825,10.0,1,1
3045,11779,1778621825,10.0,1,1
3046,2448,1779904989,11.0,1,5
3046,6000,1779468806,10.0,1,1
3046,7912,1779136412,10.0,1,1
3046,1264,1779125922,10.0,1,1
3046,4818,1777947142,10.0,1,1
3047,3693,1780131737,10.0,0,1
3047,7938,1780131547,10.0,0,1
3047,3693,1780131532,10.0,0,1
3047,4783,1780128089,10.0,0,1
3047,4217,1780128072,2.0,0,2
3047,4217,1780128072,2.0,0,2
3047,12579,1780128058,10.0,0,1
3047,12579,1780128034,10.0,0,1
3047,10972,1780128010,10.0,0,1
3047,10972,1780128010,10.0,0,1
3047,10972,1780128010,10.0,0,1
3047,14344,1780127943,10.0,0,1
3047,14344,1780127943,10.0,0,1
3047,14344,1780127943,10.0,0,1
3047,14344,1780127943,10.0,0,1
3047,10464,1780127907,10.0,0,1
3047,6286,1779595599,10.0,0,1
3047,4512,1779595599,10.0,0,1
3047,6286,1779595568,10.0,0,1
3047,4818,1779594133,10.0,0,1
3047,4818,1779594133,10.0,0,1
3047,4818,1779594122,10.0,0,1
3047,4818,1779593994,10.0,0,1
3047,17,1779593966,10.0,0,1
3047,13094,1779591659,10.0,0,1
3047,11268,1779591646,10.0,0,1
3047,11268,1779591635,10.0,0,1
3047,11268,1779591618,10.0,0,1
3047,3823,1779591598,10.0,0,1
3047,3823,1779591584,10.0,0,1
3047,894,1779591569,10.0,0,1
3047,14186,1779591555,10.0,0,1
3047,2017,1778893994,10.0,0,1
3047,7441,1778383580,,0,0
3047,7441,1778383077,,0,0
3047,6460,1778382495,10.0,0,1
3048,11304,1780004478,10.0,1,1
3048,8491,1780004450,10.0,1,1
3048,8491,1780004450,10.0,1,1
3048,4269,1780004425,,1,0
3048,12644,1780004382,,1,0
3048,12644,1780004382,,1,0
3048,13326,1780004358,10.0,1,1
3048,1728,1780004340,,1,0
3048,1728,1780004340,,1,0
3048,12921,1780004316,10.0,1,1
3048,2530,1780004295,10.0,1,1
3048,8217,1780004267,,1,0
3048,2301,1780004244,,1,0
3048,805,1780004223,10.0,1,1
3048,13130,1780004144,10.0,1,1
3048,13130,1780004144,10.0,1,1
3048,13130,1780004144,10.0,1,1
3048,13130,1780004144,10.0,1,1
3048,937,1780004111,10.0,1,1
3048,11890,1780004077,10.0,1,1
3048,1210,1780004040,10.0,1,1
3048,1616,1780004012,,1,0
3048,4022,1780003980,10.0,1,1
3048,1192,1777986666,10.0,1,1
3048,10490,1777928536,10.0,1,1
3048,1601,1777928423,10.0,1,1
3049,10061,1779136604,10.0,1,1
3049,6497,1778348757,2.0,1,2
3049,6497,1778348757,2.0,1,2
3049,11745,1777939799,11.0,1,5
3049,3417,1777939780,11.0,1,5
3050,9983,1780070989,10.0,0,1
3050,4609,1780065971,3.0,0,8
3050,7315,1780065397,3.0,0,8
3050,9983,1780022943,10.0,0,1
3050,9983,1779903671,10.0,0,1
3050,9983,1779892446,10.0,0,1
3050,9983,1779854172,10.0,0,1
3050,13327,1779849522,11.0,0,5
3050,9983,1779849054,10.0,0,1
3050,9983,1779724609,10.0,0,1
3050,9983,1779636878,10.0,0,1
3050,2353,1779504272,10.0,0,1
3050,8869,1779503340,3.0,0,8
3050,4609,1779464634,3.0,0,8
3050,863,1779073934,3.0,0,8
3050,5330,1779072722,3.0,0,8
3050,8869,1779072266,3.0,0,8
3050,8869,1779037779,3.0,0,8
3050,9983,1779037544,10.0,0,1
3050,4609,1779037230,3.0,0,8
3050,9983,1779036923,10.0,0,1
3050,5442,1778990855,10.0,0,1
3050,13327,1778990412,11.0,0,5
3050,13327,1778989399,11.0,0,5
3050,4609,1778263648,3.0,0,8
3050,8869,1777914444,3.0,0,8
3050,3339,1777914137,3.0,0,8
3051,10270,1779110284,2.0,1,2
3051,10270,1779110284,2.0,1,2
3051,13421,1778414764,23.0,1,4
3051,2422,1777819066,2.0,1,2
3051,2422,1777819063,2.0,1,2
3051,12615,1777819059,18.0,1,3
3052,1997,1780071741,2.0,1,2
3052,1997,1780071738,2.0,1,2
3052,3389,1780071733,,1,0
3052,4279,1780071725,20.0,1,6
3052,4279,1780071725,20.0,1,6
3052,4279,1780071725,20.0,1,6
3052,12356,1778448959,2.0,1,2
3052,13807,1778448949,23.0,1,4
3052,4656,1778448934,2.0,1,2
3052,14580,1778448930,23.0,1,4
3052,9013,1778448925,2.0,1,2
3053,9013,1779496091,2.0,1,2
3053,9013,1779496091,2.0,1,2
3053,9013,1779496091,2.0,1,2
3053,9013,1779496091,2.0,1,2
3053,9013,1779496091,2.0,1,2
3053,9013,1779496091,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,9013,1779140192,2.0,1,2
3053,6245,1778880998,3.0,1,8
3053,9013,1778880973,2.0,1,2
3054,1954,1780203082,10.0,0,1
3054,2050,1780203078,10.0,0,1
3054,13130,1780203075,10.0,0,1
3054,7197,1780203071,10.0,0,1
3054,7826,1779157310,10.0,0,1
3054,10187,1778887824,10.0,0,1
3054,7881,1778887819,10.0,0,1
3054,3001,1778755821,10.0,0,1
3054,6628,1778755809,10.0,0,1
3054,6628,1778755809,10.0,0,1
3054,12247,1778311415,10.0,0,1
3055,10147,1778115229,18.0,0,3
3055,4689,1778115162,18.0,0,3
3055,4689,1778115162,18.0,0,3
3055,4689,1778115162,18.0,0,3
3055,4689,1778115162,18.0,0,3
3055,4689,1778115162,18.0,0,3
3055,4689,1778115162,18.0,0,3
3055,4689,1778115162,18.0,0,3
3055,4689,1778115162,18.0,0,3
3056,7360,1778347554,10.0,0,1
3056,2926,1778347551,10.0,0,1
3056,4552,1778347546,10.0,0,1
3056,10917,1778347538,10.0,0,1
3056,10917,1778347534,10.0,0,1
3056,12413,1778347530,10.0,0,1
3056,8844,1778347530,10.0,0,1
3056,12413,1778347530,10.0,0,1
3056,12413,1778347530,10.0,0,1
3056,11593,1778347526,10.0,0,1
3056,5189,1778347500,10.0,0,1
3056,106,1778347496,10.0,0,1
3057,6349,1779041775,2.0,0,2
3057,8469,1778455615,2.0,0,2
3057,8469,1778455611,2.0,0,2
3057,8469,1778455611,2.0,0,2
3057,8469,1778455611,2.0,0,2
3058,7986,1779264608,2.0,0,2
3058,7986,1779264608,2.0,0,2
3058,8469,1779264589,2.0,0,2
3058,8469,1779264589,2.0,0,2
3059,4976,1778643103,18.0,0,3
3059,8469,1778530858,2.0,0,2
3059,8469,1778530845,2.0,0,2
3059,8469,1778530845,2.0,0,2
3059,8469,1778530845,2.0,0,2
3059,14444,1778451057,18.0,0,3
3059,4976,1778451041,18.0,0,3
3059,14444,1778451041,18.0,0,3
3059,14192,1778449454,11.0,0,5
3059,14192,1778448817,11.0,0,5
3059,14192,1778448817,11.0,0,5
3060,8340,1779844101,19.0,0,9
3060,8340,1779844101,19.0,0,9
3060,6063,1779844098,2.0,0,2
3060,6063,1779844098,2.0,0,2
3060,3278,1778632503,2.0,0,2
3060,3278,1778632499,2.0,0,2
3060,8469,1778632496,2.0,0,2
3060,8469,1778632491,2.0,0,2
3061,3432,1778442424,20.0,0,6
3061,8367,1778442424,20.0,0,6
3061,8469,1778442424,2.0,0,2
3061,8469,1778442424,2.0,0,2
3062,140,1780063212,2.0,1,2
3062,140,1780063212,2.0,1,2
3062,13582,1779513859,23.0,1,4
3062,4052,1779317326,18.0,1,3
3062,11028,1779317323,18.0,1,3
3062,8469,1778204374,2.0,1,2
3062,11442,1778204367,19.0,1,9
3062,503,1778033510,3.0,1,8
3063,12061,1780170367,18.0,1,3
3063,13102,1780170342,23.0,1,4
3063,7238,1780170318,20.0,1,6
3063,2571,1780170277,23.0,1,4
3063,13935,1780170246,15.0,1,10
3063,735,1780170203,23.0,1,4
3063,12027,1780170174,20.0,1,6
3063,13836,1780170120,20.0,1,6
3063,8512,1779588819,20.0,1,6
3063,2335,1779588756,20.0,1,6
3063,12027,1779588675,20.0,1,6
3063,11462,1779588617,20.0,1,6
3063,6537,1779588594,20.0,1,6
3063,1723,1779588573,20.0,1,6
3063,8766,1779588550,20.0,1,6
3063,8766,1779588550,20.0,1,6
3063,8766,1779588550,20.0,1,6
3063,14378,1779588528,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,10120,1778827581,20.0,1,6
3063,9618,1778310333,20.0,1,6
3063,10568,1778310316,20.0,1,6
3063,10568,1778310316,20.0,1,6
3063,10568,1778310295,20.0,1,6
3063,10568,1778310295,20.0,1,6
3063,6833,1778310251,20.0,1,6
3063,6833,1778310251,20.0,1,6
3063,6833,1778310251,20.0,1,6
3063,6833,1778310251,20.0,1,6
3063,13381,1778310218,11.0,1,5
3063,4345,1778310192,20.0,1,6
3064,3307,1779560916,10.0,1,1
3064,3307,1779560916,10.0,1,1
3064,3307,1779560842,10.0,1,1
3064,2351,1779560821,10.0,1,1
3064,7269,1779560793,20.0,1,6
3064,10422,1779323157,20.0,1,6
3064,13684,1779323146,20.0,1,6
3064,3432,1779323133,20.0,1,6
3064,3432,1779323133,20.0,1,6
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,3564,1779323120,23.0,1,4
3064,1006,1779111059,18.0,1,3
3064,1723,1779111049,20.0,1,6
3064,5226,1779111029,10.0,1,1
3064,5226,1779111029,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,10789,1778775063,10.0,1,1
3064,12291,1778679637,20.0,1,6
3065,13519,1779144542,10.0,0,1
3065,2732,1779144529,10.0,0,1
3065,9716,1779144502,10.0,0,1
3065,9716,1779144502,10.0,0,1
3065,1421,1779144488,,0,0
3065,9256,1779144475,10.0,0,1
3065,1715,1778011087,10.0,0,1
3065,43,1778011075,14.0,0,7
3065,1384,1778011037,,0,0
3065,6321,1778010971,10.0,0,1
3065,6412,1778010953,10.0,0,1
3065,4355,1778010935,10.0,0,1
3065,4355,1778010935,10.0,0,1
3065,4355,1778010935,10.0,0,1
3065,5878,1778010897,10.0,0,1
3065,8724,1778010858,,0,0
3065,4686,1778010840,10.0,0,1
3065,1779,1778010820,10.0,0,1
3066,3961,1779915170,18.0,1,3
3066,12123,1779915166,18.0,1,3
3066,12815,1779915162,18.0,1,3
3066,12815,1779915162,18.0,1,3
3066,12815,1779915162,18.0,1,3
3066,12815,1779915162,18.0,1,3
3066,12815,1779915162,18.0,1,3
3066,12815,1779915162,18.0,1,3
3066,12815,1779915162,18.0,1,3
3066,12815,1779915162,18.0,1,3
3066,2972,1779405304,24.0,1,0
3066,2972,1779405304,24.0,1,0
3066,14137,1779405294,19.0,1,9
3066,6833,1778015051,20.0,1,6
3066,6833,1778015051,20.0,1,6
3066,6833,1778015051,20.0,1,6
3066,6833,1778015051,20.0,1,6
3066,6833,1778015051,20.0,1,6
3066,6833,1778015051,20.0,1,6
3067,9796,1780094194,10.0,1,1
3067,4757,1780094191,10.0,1,1
3067,280,1779948764,10.0,1,1
3067,4362,1779948760,10.0,1,1
3067,10758,1779948756,,1,0
3067,10765,1779948752,,1,0
3067,7471,1779948748,10.0,1,1
3067,7471,1779948748,10.0,1,1
3067,8241,1779948744,10.0,1,1
3067,2394,1779948740,10.0,1,1
3067,9208,1779948735,10.0,1,1
3067,4757,1779948730,10.0,1,1
3067,14514,1779948726,,1,0
3067,2233,1779948721,10.0,1,1
3067,7103,1779948717,10.0,1,1
3067,7103,1779948717,10.0,1,1
3067,1469,1779948712,10.0,1,1
3067,2452,1779948707,10.0,1,1
3067,3208,1779918536,10.0,1,1
3067,896,1779918536,,1,0
3067,9862,1779918536,10.0,1,1
3068,8241,1779474473,10.0,0,1
3068,7873,1779474459,10.0,0,1
3068,9103,1779474352,10.0,0,1
3068,13792,1779474308,10.0,0,1
3068,297,1779474285,10.0,0,1
3068,9920,1779474220,10.0,0,1
3068,7303,1779474196,10.0,0,1
3068,6800,1779474093,10.0,0,1
3068,11203,1779474093,10.0,0,1
3068,10064,1779474093,10.0,0,1
3068,7512,1779474093,10.0,0,1
3068,12909,1779474066,10.0,0,1
3068,3778,1779474034,10.0,0,1
3068,3778,1779474034,10.0,0,1
3068,10586,1779474017,10.0,0,1
3068,12215,1779473999,10.0,0,1
3069,5781,1778463997,10.0,0,1
3069,10724,1777948954,,0,0
3069,10724,1777948954,,0,0
3069,10724,1777948954,,0,0
3069,10724,1777948954,,0,0
3070,14556,1779922491,10.0,1,1
3070,3705,1779434735,10.0,1,1
3070,14249,1779325982,10.0,1,1
3070,8614,1779325970,10.0,1,1
3070,2871,1779325949,10.0,1,1
3070,7823,1779325938,10.0,1,1
3070,4199,1778278428,,1,0
3070,10751,1778192249,10.0,1,1
3070,10724,1778186221,,1,0
3070,10724,1778186221,,1,0
3070,10724,1778186221,,1,0
3070,10724,1778186221,,1,0
3070,10724,1778186221,,1,0
3070,10724,1778186221,,1,0
3070,7706,1777923916,10.0,1,1
3071,4696,1778695318,,0,0
3071,7297,1778293671,,0,0
3071,6412,1778177863,10.0,0,1
3071,4696,1778163468,,0,0
3071,4696,1778163468,,0,0
3071,3915,1778163417,10.0,0,1
3071,5233,1778163402,10.0,0,1
3071,7276,1778162497,10.0,0,1
3072,3859,1779726760,,0,0
3072,8929,1779482461,10.0,0,1
3072,10617,1779482457,10.0,0,1
3072,11527,1779482453,10.0,0,1
3072,10847,1779130729,,0,0
3072,10847,1779130729,,0,0
3072,10269,1778442075,10.0,0,1
3072,6778,1777945574,10.0,0,1
3072,8624,1777936396,10.0,0,1
3072,13179,1777936392,13.0,0,0
3072,9688,1777936389,21.0,0,0
3073,8778,1779433189,2.0,0,2
3073,9448,1779433181,1.0,0,0
3073,9616,1779142682,2.0,0,2
3073,8778,1778644887,2.0,0,2
3073,9013,1778644879,2.0,0,2
3073,11837,1778482629,23.0,0,4
3073,6983,1778482626,10.0,0,1
3073,12757,1778482622,2.0,0,2
3073,3692,1778316974,2.0,0,2
3073,11156,1778316970,19.0,0,9
3073,11081,1778316967,19.0,0,9
3073,12757,1778316380,2.0,0,2
3074,8078,1779509971,10.0,0,1
3074,8078,1779509971,10.0,0,1
3074,7815,1779509968,,0,0
3074,7815,1779509968,,0,0
3074,7815,1779509968,,0,0
3074,12941,1779509965,10.0,0,1
3074,255,1779509954,10.0,0,1
3074,3746,1779509950,10.0,0,1
3074,3746,1779509950,10.0,0,1
3074,3408,1779509946,10.0,0,1
3074,11527,1779509933,10.0,0,1
3074,7894,1779509928,10.0,0,1
3074,9189,1779163236,13.0,0,0
3074,8582,1779163232,,0,0
3074,2415,1779163217,,0,0
3074,5779,1779163213,10.0,0,1
3074,2307,1779163196,,0,0
3074,12930,1779163192,26.0,0,0
3074,12930,1779163192,26.0,0,0
3074,6295,1779163186,10.0,0,1
3074,8606,1779163182,10.0,0,1
3074,7692,1779163177,10.0,0,1
3074,14046,1779163163,10.0,0,1
3074,1400,1779163159,10.0,0,1
3074,12966,1779163155,10.0,0,1
3074,9118,1779163150,10.0,0,1
3074,9118,1779163150,10.0,0,1
3075,11275,1780104655,3.0,1,8
3075,8789,1780104651,10.0,1,1
3075,9316,1780104645,,1,0
3075,14522,1780104641,10.0,1,1
3075,4816,1780104636,23.0,1,4
3075,9020,1780104631,3.0,1,8
