ego,artist,time,genre,exposed,genre_idx
6,3374,1778468207,10.0,1,1
6,7202,1778468203,10.0,1,1
6,2227,1778468199,10.0,1,1
6,2527,1778468195,,1,0
6,5395,1778468191,10.0,1,1
6,6488,1778468187,10.0,1,1
6,2875,1778468183,10.0,1,1
6,3696,1778468174,10.0,1,1
6,215,1778468153,10.0,1,1
6,12421,1778468148,,1,0
6,8796,1778468143,10.0,1,1
6,11162,1778468137,10.0,1,1
6,1093,1778468132,10.0,1,1
6,1093,1778468132,10.0,1,1
6,7368,1778468122,10.0,1,1
6,12750,1778468116,,1,0
6,13934,1778468110,10.0,1,1
6,13934,1778468110,10.0,1,1
6,817,1778468105,10.0,1,1
6,7008,1778468105,10.0,1,1
6,9037,1778468098,10.0,1,1
6,7235,1778468092,,1,0
6,7235,1778468092,,1,0
6,14240,1778468086,10.0,1,1
6,8109,1778468086,10.0,1,1
6,14240,1778468086,10.0,1,1
6,4512,1778468079,10.0,1,1
6,816,1778468073,10.0,1,1
6,4512,1778468073,10.0,1,1
6,5734,1778468065,10.0,1,1
6,5734,1778468065,10.0,1,1
6,8744,1778468051,10.0,1,1
6,14060,1778468051,,1,0
6,10630,1778468051,10.0,1,1
6,8988,1778468044,,1,0
6,8988,1778468044,,1,0
6,13998,1778468037,10.0,1,1
6,11019,1778468031,10.0,1,1
6,11019,1778468031,10.0,1,1
6,322,1778468011,10.0,1,1
6,322,1778468011,10.0,1,1
6,322,1778468011,10.0,1,1
6,322,1778468011,10.0,1,1
6,7985,1778467988,10.0,1,1
6,6070,1778467981,,1,0
6,13038,1778467981,10.0,1,1
6,14349,1778467981,10.0,1,1
6,13130,1778467973,10.0,1,1
6,13130,1778467973,10.0,1,1
6,13130,1778467973,10.0,1,1
6,2425,1778041866,10.0,1,1
6,2425,1778041866,10.0,1,1
7,8760,1779075117,10.0,0,1
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,8035,1779074958,14.0,0,7
7,6572,1779074883,,0,0
7,6443,1779074845,10.0,0,1
7,1599,1779074802,26.0,0,0
7,9158,1779074772,14.0,0,7
7,3605,1779074706,26.0,0,1
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,6088,1779074685,14.0,0,7
7,13878,1779074635,10.0,0,1
7,13878,1779074635,10.0,0,1
7,13878,1779074635,10.0,0,1
7,13878,1779074635,10.0,0,1
7,13878,1779074635,10.0,0,1
7,885,1779074552,14.0,0,7
7,885,1779074552,14.0,0,7
7,885,1779074552,14.0,0,7
7,885,1779074552,14.0,0,7
7,885,1779074552,14.0,0,7
7,885,1779074552,14.0,0,7
7,14539,1779074525,14.0,0,7
7,14539,1779074525,14.0,0,7
7,14539,1779074525,14.0,0,7
7,14539,1779074525,14.0,0,7
7,14539,1779074525,14.0,0,7
7,14539,1779074525,14.0,0,7
7,14539,1779074525,14.0,0,7
7,14539,1779074525,14.0,0,7
7,14539,1779074525,14.0,0,7
7,44,1779074472,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,410,1779074393,10.0,0,1
7,2270,1779074304,14.0,0,7
7,10918,1778996220,17.0,0,0
7,10918,1778996220,17.0,0,0
7,2159,1778996184,10.0,0,1
7,13502,1778996047,10.0,0,1
7,2077,1778996029,10.0,0,1
7,13502,1778996013,10.0,0,1
7,106,1778472553,10.0,0,1
7,1258,1778472536,10.0,0,1
7,13562,1778472519,10.0,0,1
7,13562,1778472519,10.0,0,1
7,13562,1778472519,10.0,0,1
7,13562,1778472519,10.0,0,1
7,13562,1778472519,10.0,0,1
7,13562,1778472519,10.0,0,1
7,13562,1778472519,10.0,0,1
7,13562,1778472519,10.0,0,1
7,13562,1778472519,10.0,0,1
7,9025,1778472477,10.0,0,1
7,9025,1778472477,10.0,0,1
7,9025,1778472477,10.0,0,1
7,7150,1778472455,10.0,0,1
7,9805,1778472437,,0,0
7,13307,1778472371,,0,0
7,13307,1778472371,,0,0
7,2583,1778472350,10.0,0,1
7,2583,1778472350,10.0,0,1
7,4629,1778472293,,0,0
7,4629,1778472293,,0,0
7,182,1778472258,10.0,0,1
7,10005,1778472203,10.0,0,1
7,10005,1778472203,10.0,0,1
7,10005,1778472203,10.0,0,1
7,10005,1778472203,10.0,0,1
7,3921,1778472177,10.0,0,1
7,2396,1778472147,10.0,0,1
7,9515,1778472112,10.0,0,1
7,5619,1778472088,19.0,0,9
7,5619,1778472088,19.0,0,9
7,5619,1778472088,19.0,0,9
7,5619,1778472088,19.0,0,9
7,13881,1778472036,,0,0
7,8029,1778472004,10.0,0,1
7,2609,1778471926,26.0,0,0
7,4548,1778471852,11.0,0,5
7,11987,1778471826,26.0,0,0
7,11987,1778471826,26.0,0,0
7,11987,1778471826,26.0,0,0
7,11174,1778471794,10.0,0,1
7,11174,1778471794,10.0,0,1
7,11174,1778471794,10.0,0,1
7,13107,1778471768,10.0,0,1
7,12337,1778471741,10.0,0,1
7,12337,1778471741,10.0,0,1
7,12337,1778471741,10.0,0,1
7,12337,1778471741,10.0,0,1
7,7126,1778471709,10.0,0,1
7,8089,1778471650,10.0,0,1
7,4771,1778471338,,0,0
7,4771,1778471338,,0,0
7,4771,1778471338,,0,0
7,4771,1778471338,,0,0
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,1239,1778470934,10.0,0,1
7,14046,1778470882,10.0,0,1
7,14046,1778470882,10.0,0,1
7,14046,1778470882,10.0,0,1
7,14046,1778470882,10.0,0,1
7,14046,1778470882,10.0,0,1
7,14046,1778470882,10.0,0,1
7,14046,1778470882,10.0,0,1
7,14046,1778470882,10.0,0,1
7,14046,1778470882,10.0,0,1
8,4949,1779944882,10.0,1,1
8,506,1779900817,,1,0
8,5323,1778763441,10.0,1,1
8,7257,1778763438,10.0,1,1
8,10064,1778763430,10.0,1,1
8,9185,1778763426,,1,0
8,9821,1778248670,10.0,1,1
9,10840,1779508966,,1,0
9,11490,1779508936,10.0,1,1
9,11860,1779508916,,1,0
9,10934,1779508620,,1,0
9,10934,1779508620,,1,0
9,12732,1779508615,,1,0
9,8755,1778909814,10.0,1,1
9,13759,1778908291,10.0,1,1
9,8423,1778907608,10.0,1,1
9,4919,1778907604,,1,0
9,4919,1778907604,,1,0
9,4919,1778907604,,1,0
9,4919,1778907604,,1,0
9,8755,1778907600,10.0,1,1
9,8755,1778907600,10.0,1,1
9,8755,1778907597,10.0,1,1
9,8600,1778838563,10.0,1,1
10,10203,1779923861,2.0,1,2
10,5453,1779923801,18.0,1,3
10,13978,1779923845,2.0,1,2
10,9200,1779923875,24.0,1,0
11,10309,1778140136,18.0,1,3
11,10309,1778140136,18.0,1,3
11,10309,1778140136,18.0,1,3
11,47,1777862490,23.0,1,4
11,47,1777862490,23.0,1,4
11,47,1777862490,23.0,1,4
11,12937,1777811977,18.0,1,3
11,10309,1778140136,18.0,1,3
11,10309,1778140136,18.0,1,3
11,10309,1778140136,18.0,1,3
12,6477,1778611358,,0,0
12,6477,1778611358,,0,0
12,11627,1778611338,10.0,0,1
12,12723,1777931906,10.0,0,1
12,12723,1777931887,10.0,0,1
12,7133,1777931869,10.0,0,1
12,5887,1777931850,10.0,0,1
13,7134,1777810038,12.0,1,0
14,11055,1780086933,10.0,1,1
14,11333,1780086474,3.0,1,8
14,12605,1779980692,11.0,1,5
14,12605,1779980692,11.0,1,5
14,11055,1779829775,10.0,1,1
14,11055,1779804350,10.0,1,1
14,2908,1779634917,10.0,1,1
14,9407,1779634877,19.0,1,9
14,6062,1778866648,10.0,1,1
14,7286,1778866589,10.0,1,1
14,12673,1778866422,10.0,1,1
14,5602,1778865617,10.0,1,1
14,4935,1778864931,10.0,1,1
14,12941,1778864682,10.0,1,1
14,11229,1778181491,10.0,1,1
15,6397,1779090724,10.0,1,1
15,6397,1779089574,10.0,1,1
15,6397,1779089574,10.0,1,1
15,6397,1779089574,10.0,1,1
15,6397,1779089574,10.0,1,1
15,6397,1779089574,10.0,1,1
15,6397,1779089574,10.0,1,1
15,6397,1779089574,10.0,1,1
15,6397,1779089574,10.0,1,1
15,6397,1779089574,10.0,1,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
16,6397,1779150887,10.0,0,1
17,8914,1779821137,18.0,0,3
17,14232,1779395641,18.0,0,3
17,3493,1779121991,2.0,0,2
17,3493,1778602009,2.0,0,2
18,13782,1778632025,10.0,0,1
18,3510,1778632017,10.0,0,1
18,3340,1778631840,10.0,0,1
18,3340,1778631840,10.0,0,1
18,3194,1778631819,10.0,0,1
18,12435,1778631814,10.0,0,1
18,10778,1778631800,10.0,0,1
19,1470,1778477986,10.0,0,1
19,1470,1778477986,10.0,0,1
19,1470,1778477986,10.0,0,1
19,1470,1778477986,10.0,0,1
19,1002,1778477977,10.0,0,1
19,8956,1778477973,10.0,0,1
19,8956,1778477973,10.0,0,1
19,8306,1778477967,10.0,0,1
19,3194,1778477955,10.0,0,1
19,2053,1778477950,10.0,0,1
20,6088,1779298318,14.0,0,7
20,12756,1778912283,10.0,0,1
20,13614,1778911554,10.0,0,1
20,13614,1778911323,10.0,0,1
20,13614,1778911201,10.0,0,1
20,13614,1778910988,10.0,0,1
20,14103,1778848821,21.0,0,0
20,14350,1778848471,14.0,0,7
20,2518,1778848445,10.0,0,1
20,12028,1778848311,11.0,0,5
20,12028,1778848279,11.0,0,5
20,765,1778847839,14.0,0,7
20,5919,1778847414,14.0,0,7
20,6118,1778674561,10.0,0,1
21,1472,1778401128,10.0,1,1
21,13243,1778214404,10.0,1,1
21,8903,1778214401,10.0,1,1
21,7471,1778214397,10.0,1,1
21,4441,1778214394,10.0,1,1
21,12834,1778214390,10.0,1,1
21,784,1778214386,,1,0
21,347,1778214382,10.0,1,1
22,4799,1780073016,21.0,1,0
22,6623,1778431611,10.0,1,1
22,6623,1778431611,10.0,1,1
22,8738,1778328731,10.0,1,1
22,822,1778328727,10.0,1,1
22,4534,1778328724,10.0,1,1
22,6729,1778328721,10.0,1,1
22,1984,1778328717,10.0,1,1
22,12185,1778328713,10.0,1,1
23,6891,1779563527,10.0,1,1
23,6891,1779563527,10.0,1,1
23,106,1779563520,10.0,1,1
23,106,1779563520,10.0,1,1
23,106,1779563520,10.0,1,1
23,4825,1779562834,10.0,1,1
23,122,1779562798,10.0,1,1
23,122,1779562798,10.0,1,1
23,11614,1779562783,,1,0
23,11654,1779562751,10.0,1,1
23,5855,1779562736,10.0,1,1
23,13543,1779562720,,1,0
23,14225,1779562686,10.0,1,1
23,6041,1779562636,11.0,1,5
23,13690,1779562623,10.0,1,1
23,7911,1779562609,11.0,1,5
23,9068,1779562604,10.0,1,1
23,9068,1779562599,10.0,1,1
23,4260,1779484804,11.0,1,5
23,10159,1779483904,10.0,1,1
23,4015,1779483886,12.0,1,0
23,275,1779483864,10.0,1,1
23,10124,1779483826,19.0,1,9
23,10779,1779483722,10.0,1,1
23,10779,1779483722,10.0,1,1
23,10544,1779483249,10.0,1,1
23,12308,1779476527,3.0,1,8
23,7610,1779476513,,1,0
23,6279,1779476507,23.0,1,4
23,6744,1779476502,10.0,1,1
23,6744,1779476502,10.0,1,1
23,6744,1779476502,10.0,1,1
23,12595,1779476497,,1,0
23,3746,1779476492,10.0,1,1
23,14225,1779476485,10.0,1,1
23,14225,1779476485,10.0,1,1
23,10387,1779476282,10.0,1,1
23,6736,1779476275,3.0,1,8
23,6736,1779476275,3.0,1,8
23,13543,1779476262,,1,0
23,3634,1779476255,10.0,1,1
23,3634,1779476255,10.0,1,1
23,136,1779476241,10.0,1,1
23,136,1779476241,10.0,1,1
23,136,1779476241,10.0,1,1
23,136,1779476241,10.0,1,1
23,9916,1779476235,21.0,1,0
23,1720,1779462841,,1,0
23,8630,1779462811,,1,0
23,8626,1779462797,10.0,1,1
23,10206,1779462328,10.0,1,1
23,10206,1779462328,10.0,1,1
23,7432,1779462301,,1,0
23,11192,1779462274,,1,0
23,1554,1779462246,15.0,1,10
23,1554,1779462246,15.0,1,10
23,9455,1779462216,10.0,1,1
23,4190,1779462149,10.0,1,1
23,13746,1779459562,10.0,1,1
23,6891,1779459393,10.0,1,1
23,12032,1779459355,,1,0
23,3476,1779459346,10.0,1,1
23,4485,1779459337,10.0,1,1
23,13557,1779459328,10.0,1,1
23,13557,1779459328,10.0,1,1
23,13557,1779459328,10.0,1,1
23,13805,1779459319,10.0,1,1
23,9157,1779459309,10.0,1,1
23,5899,1779458893,10.0,1,1
23,4476,1779458884,10.0,1,1
23,10917,1779458874,10.0,1,1
23,13587,1779427523,,1,0
23,8980,1779427508,,1,0
23,942,1779427492,10.0,1,1
23,8904,1779427484,10.0,1,1
24,14619,1780191253,18.0,1,3
24,13390,1780182936,18.0,1,3
24,10112,1780085411,18.0,1,3
24,12061,1779866544,18.0,1,3
24,928,1779861811,18.0,1,3
24,12361,1779861795,18.0,1,3
24,12361,1779651625,18.0,1,3
24,6518,1779068001,10.0,1,1
24,5753,1778970590,,1,0
24,568,1778918780,18.0,1,3
24,14242,1778295654,18.0,1,3
24,42,1778126700,18.0,1,3
24,13139,1777938383,18.0,1,3
25,13113,1778807954,,1,0
25,6938,1778642213,10.0,1,1
25,3696,1778642200,10.0,1,1
25,11446,1778642186,10.0,1,1
25,8356,1778292396,23.0,1,4
25,8356,1778292396,23.0,1,4
25,12173,1777951031,18.0,1,3
25,1006,1777927269,18.0,1,3
25,42,1777927249,18.0,1,3
25,42,1777927249,18.0,1,3
26,7370,1779822939,,0,0
26,6529,1779822928,10.0,0,1
26,3904,1779822925,17.0,0,0
26,13311,1779560132,10.0,0,1
26,4748,1779560125,,0,0
26,6842,1779560121,10.0,0,1
26,7505,1779560118,10.0,0,1
26,2405,1779560114,10.0,0,1
26,8526,1779560110,,0,0
26,8526,1779560110,,0,0
26,8895,1779560107,,0,0
26,826,1779560103,10.0,0,1
26,2157,1779393146,10.0,0,1
26,39,1779393142,10.0,0,1
26,6842,1779393138,10.0,0,1
26,8287,1779393134,2.0,0,2
26,3904,1779388529,17.0,0,0
26,3904,1779388529,17.0,0,0
26,3904,1779388529,17.0,0,0
26,7452,1779386527,10.0,0,1
26,7452,1779386524,10.0,0,1
27,12979,1780176291,3.0,1,8
27,12979,1780176291,3.0,1,8
27,12979,1780176291,3.0,1,8
27,12979,1780176291,3.0,1,8
27,9223,1780176272,3.0,1,8
27,12473,1780176251,3.0,1,8
27,12583,1780035549,11.0,1,5
27,888,1780035529,11.0,1,5
27,318,1780035505,,1,0
27,11493,1780035480,10.0,1,1
27,427,1779789913,11.0,1,5
27,12473,1779574115,3.0,1,8
27,12473,1779574115,3.0,1,8
27,12473,1779574115,3.0,1,8
27,12473,1779574115,3.0,1,8
27,12979,1779574094,3.0,1,8
27,888,1779515474,11.0,1,5
27,318,1779515454,,1,0
27,11493,1779515429,10.0,1,1
27,318,1779457994,,1,0
27,9606,1779397328,3.0,1,8
27,14163,1778969165,3.0,1,8
27,14163,1778969165,3.0,1,8
27,14163,1778969165,3.0,1,8
27,9620,1778969165,10.0,1,1
27,11229,1778969144,10.0,1,1
27,9008,1778956621,,1,0
27,9008,1778956590,,1,0
27,9008,1778956558,,1,0
27,9008,1778954310,,1,0
27,9008,1778954284,,1,0
27,9008,1778954240,,1,0
27,9008,1778952720,,1,0
27,318,1778741284,,1,0
27,11493,1778741263,10.0,1,1
27,11607,1778556708,3.0,1,8
27,946,1778556685,11.0,1,5
27,8411,1778141191,3.0,1,8
27,11493,1778048626,10.0,1,1
27,14163,1777929561,3.0,1,8
27,2181,1777929561,,1,0
27,9712,1777929561,3.0,1,8
27,14163,1777929561,3.0,1,8
27,14163,1777929561,3.0,1,8
27,14163,1777929561,3.0,1,8
27,14163,1777929561,3.0,1,8
28,8028,1779707962,15.0,1,10
28,42,1778853514,18.0,1,3
28,42,1778853514,18.0,1,3
28,42,1778853514,18.0,1,3
28,3757,1778041957,18.0,1,3
28,8791,1778041952,18.0,1,3
29,321,1780066400,10.0,1,1
29,7454,1780066396,,1,0
29,7476,1780066204,10.0,1,1
29,6014,1778847274,10.0,1,1
29,11895,1778771664,,1,0
29,11895,1778771664,,1,0
29,9025,1778771656,10.0,1,1
29,6494,1778771653,10.0,1,1
29,8014,1778771382,,1,0
29,9816,1778771256,10.0,1,1
29,4314,1778771253,10.0,1,1
29,6522,1778242446,10.0,1,1
29,3589,1778242438,10.0,1,1
30,4365,1780100110,10.0,0,1
30,7207,1780100079,10.0,0,1
30,60,1780100062,10.0,0,1
30,5454,1780100036,,0,0
30,5454,1780100036,,0,0
30,6014,1780099962,10.0,0,1
30,3540,1780099905,10.0,0,1
30,2264,1780098569,10.0,0,1
30,2264,1780098569,10.0,0,1
30,2264,1780098569,10.0,0,1
30,3853,1780098393,10.0,0,1
30,4248,1780098389,10.0,0,1
30,4919,1780098384,,0,0
30,14065,1780098375,10.0,0,1
30,9816,1780098369,10.0,0,1
30,9816,1780098369,10.0,0,1
30,12245,1780098360,10.0,0,1
30,5151,1780098354,10.0,0,1
30,3136,1780098344,10.0,0,1
30,6333,1780098338,10.0,0,1
30,1953,1780098326,10.0,0,1
30,13218,1780097946,10.0,0,1
30,13562,1780097941,10.0,0,1
30,2314,1780097934,,0,0
30,8014,1780097921,,0,0
30,8014,1780097921,,0,0
31,12372,1779832647,10.0,1,1
31,5402,1778795713,10.0,1,1
31,12783,1778795653,10.0,1,1
31,4171,1778352509,10.0,1,1
31,10730,1778352494,,1,0
31,10730,1778352494,,1,0
31,10813,1778352479,10.0,1,1
31,9422,1778352462,22.0,1,0
31,894,1778268742,10.0,1,1
31,894,1778268730,10.0,1,1
31,816,1778268708,10.0,1,1
31,894,1778268693,10.0,1,1
31,894,1778268693,10.0,1,1
31,3349,1778268693,10.0,1,1
31,9184,1778268659,26.0,1,0
31,13820,1778268641,,1,0
31,5082,1778268625,,1,0
31,5082,1778268625,,1,0
31,2551,1778002815,10.0,1,1
31,2551,1778002815,10.0,1,1
31,13340,1778002702,10.0,1,1
31,13340,1778002702,10.0,1,1
31,13340,1778002702,10.0,1,1
31,13340,1778002702,10.0,1,1
31,5318,1778002653,10.0,1,1
31,11745,1777949714,11.0,1,5
32,9768,1779905800,,1,0
32,11548,1778699844,,1,0
32,912,1778699831,10.0,1,1
32,5910,1778699816,10.0,1,1
32,7356,1778699802,10.0,1,1
32,4343,1778699788,10.0,1,1
32,371,1778699772,10.0,1,1
32,2897,1778123754,10.0,1,1
32,4647,1778123588,,1,0
32,4997,1778123574,10.0,1,1
32,5831,1778123527,21.0,1,0
32,5790,1778123514,10.0,1,1
32,11308,1778123485,10.0,1,1
32,784,1778123467,,1,0
32,4441,1778123442,10.0,1,1
32,9445,1778123428,26.0,1,0
32,10799,1778123409,10.0,1,1
32,9768,1778123389,,1,0
33,551,1779327944,,1,0
33,12421,1779327769,,1,0
33,9678,1779120230,10.0,1,1
33,1353,1779120210,26.0,1,0
33,11540,1779120198,10.0,1,1
33,1874,1778515331,,1,0
33,2858,1778514699,10.0,1,1
33,5656,1778514696,10.0,1,1
33,2133,1778514688,10.0,1,1
33,8672,1778514684,,1,0
34,9463,1779316707,18.0,1,3
34,9463,1779316707,18.0,1,3
34,9463,1779316707,18.0,1,3
34,9463,1779316707,18.0,1,3
34,9463,1779316707,18.0,1,3
34,9463,1779316707,18.0,1,3
34,9463,1779316707,18.0,1,3
34,5981,1778515861,2.0,1,2
35,2404,1779657772,10.0,0,1
35,9928,1779657630,10.0,0,1
35,10400,1779657627,10.0,0,1
35,8998,1779657624,10.0,0,1
35,344,1779657620,,0,0
35,1990,1779657617,10.0,0,1
35,1990,1779657617,10.0,0,1
35,3072,1779657614,10.0,0,1
35,1039,1779657610,10.0,0,1
35,10513,1779657606,10.0,0,1
35,7956,1779657602,10.0,0,1
35,6829,1778526062,10.0,0,1
35,9130,1778526058,,0,0
35,7956,1778526055,10.0,0,1
35,3595,1778526051,10.0,0,1
35,10513,1778526043,10.0,0,1
35,392,1778526038,10.0,0,1
35,7636,1778526026,,0,0
35,13855,1778526020,10.0,0,1
35,10455,1778526016,,0,0
35,344,1778526012,,0,0
